,SOL,AMBIENT_TEMP_min,AMBIENT_TEMP_max,PRESSURE_min,PRESSURE_max,VOLUME_MIXING_RATIO_min,VOLUME_MIXING_RATIO_max,LOCAL_RELATIVE_HUMIDITY_min,LOCAL_RELATIVE_HUMIDITY_max,MARS_MONTH,MARS_YEAR,MARS_SOL_IN_MONTH
1537,1604,206.16,263.7,775.18,879.56,31.6,3765.43,0.79,13.43,29,2,9
1538,1605,216.66,264.75,785.95,878.09,33.0,3249.63,0.8,4.78,29,2,10
1539,1606,199.54,264.95,790.91,882.64,34.82,3131.06,0.78,19.2,29,2,11
1540,1607,201.33,264.08,791.88,892.52,35.66,2818.46,0.78,19.16,29,2,12
1541,1608,200.49,265.5,785.76,883.56,35.37,4762.17,0.59,15.11,29,2,13
1542,1609,201.77,266.93,793.11,889.3,30.51,4707.72,0.55,9.75,29,2,14
1543,1610,199.23,263.91,788.58,890.79,29.66,4297.09,0.57,15.38,29,2,15
1544,1611,202.57,264.7,792.37,888.72,33.02,4680.17,0.51,14.38,29,2,16
1545,1612,200.35,258.25,785.91,892.81,28.6,3725.22,0.57,12.05,29,2,17
1546,1613,201.44,264.86,784.73,893.21,37.2,4232.6,0.52,10.9,29,2,18
1547,1614,201.7,262.25,777.33,887.33,39.86,3968.46,0.52,11.47,29,2,19
1548,1615,200.0,266.22,771.34,890.58,43.2,6218.08,0.67,10.27,29,2,20
1549,1616,201.95,265.01,773.28,894.43,32.6,5557.08,0.79,11.97,29,2,21
1550,1617,202.0,261.95,770.38,891.8,31.02,5202.63,0.74,10.93,29,2,22
1551,1618,199.33,264.75,774.11,890.69,33.86,5265.51,0.69,8.18,29,2,23
1552,1619,202.89,265.56,773.6,890.87,25.9,4339.03,0.73,10.47,29,2,24
1553,1620,197.74,265.48,772.21,885.67,32.54,3398.63,0.81,10.23,29,2,25
1554,1621,195.59,266.74,773.01,888.83,37.02,3599.29,0.76,10.32,29,2,26
1555,1622,194.11,265.59,772.05,886.03,32.97,3914.37,0.69,10.1,29,2,27
1556,1623,201.03,269.5,771.87,883.81,29.22,4080.04,0.66,17.11,29,2,28
1557,1624,196.17,268.59,771.69,880.68,29.13,4457.37,0.6,15.08,29,2,29
1558,1625,198.94,267.94,770.8,883.53,28.09,4010.25,0.62,13.18,29,2,30
1559,1626,198.63,265.5,770.73,882.28,33.0,5593.52,0.72,12.04,29,2,31
1560,1627,200.9,256.83,771.79,882.64,33.35,4631.12,0.86,12.31,29,2,32
1561,1628,199.98,263.77,772.01,885.63,28.39,4789.28,0.78,11.77,29,2,33
1562,1629,199.76,264.18,770.41,883.64,28.27,5023.94,0.71,11.88,29,2,34
1563,1630,200.49,265.09,772.57,878.17,31.4,3338.62,0.78,12.36,29,2,35
1564,1631,202.34,263.69,773.21,878.51,33.27,3116.42,0.77,14.91,29,2,36
1565,1632,200.49,265.66,774.74,877.56,26.23,3680.87,0.71,11.72,29,2,37
1566,1633,201.2,258.65,771.31,876.07,30.47,2391.04,0.85,11.81,29,2,38
1567,1634,198.94,259.26,776.12,879.05,29.35,2356.18,0.87,14.55,29,2,39
1568,1635,200.32,262.87,775.0,882.37,25.72,2715.1,0.8,15.34,29,2,40
1569,1636,197.52,258.82,776.12,880.47,25.12,2420.6,0.79,18.16,29,2,41
1570,1637,198.46,261.42,776.01,874.86,26.73,2614.27,0.77,15.48,29,2,42
1571,1638,199.72,268.66,777.73,875.1,35.97,3547.66,0.88,16.2,29,2,43
1572,1639,199.11,258.9,774.91,872.09,33.45,3096.56,1.0,14.93,29,2,44
1573,1640,199.66,257.48,776.16,875.89,30.43,3092.64,0.89,18.46,29,2,45
1574,1641,197.58,256.94,776.73,882.96,27.31,2963.96,0.88,17.08,29,2,46
1575,1642,196.29,260.98,777.35,881.55,24.46,2989.38,0.83,20.28,29,2,47
1576,1643,197.43,254.71,778.72,880.23,26.24,2473.52,0.87,19.34,29,2,48
1577,1644,197.28,254.66,777.7,876.24,33.03,2601.72,0.83,13.31,29,2,49
1578,1645,197.39,254.1,778.97,873.27,27.73,2415.75,0.84,12.89,29,2,50
1579,1646,198.46,257.83,779.13,876.58,24.75,2419.34,0.83,16.78,29,2,51
1580,1647,198.73,270.29,777.44,876.33,27.16,2126.1,0.86,19.25,29,2,52
1581,1648,198.29,262.41,782.74,878.79,26.85,3626.06,0.84,18.54,29,2,53
1582,1649,195.96,255.83,779.94,875.32,24.08,2946.36,0.96,22.92,29,2,54
1583,1650,195.71,266.78,780.3,869.56,27.32,4694.97,0.7,15.95,30,2,0
1584,1651,198.17,268.31,781.69,872.97,30.79,4408.21,0.65,11.94,30,2,1
1585,1652,198.47,268.17,781.45,869.08,24.3,3889.07,0.66,16.08,30,2,2
1586,1653,196.83,270.29,784.24,869.01,22.79,4059.98,0.61,18.34,30,2,3
1587,1654,197.48,267.73,784.08,870.5,24.34,3574.46,0.63,18.77,30,2,4
1588,1655,199.2,264.27,783.06,869.42,32.54,3057.06,0.66,20.2,30,2,5
1589,1656,196.75,267.17,784.53,868.62,25.22,2971.91,0.77,15.84,30,2,6
1590,1657,197.57,264.46,785.71,869.71,24.49,3019.98,0.71,17.17,30,2,7
1591,1658,198.25,264.35,785.65,871.01,22.96,3095.48,0.69,17.74,30,2,8
1592,1659,196.27,269.07,783.62,869.16,24.93,3420.49,0.64,18.34,30,2,9
1593,1660,198.93,261.95,787.45,869.55,19.78,2425.79,0.77,16.06,30,2,10
1594,1661,197.26,259.25,787.71,869.52,28.22,2248.63,0.81,18.74,30,2,11
1595,1662,196.88,266.13,786.65,868.18,25.46,2853.59,0.68,17.71,30,2,12
1596,1663,198.68,267.79,788.22,867.83,29.21,4662.81,0.8,15.03,30,2,13
1597,1664,198.7,266.62,790.16,873.36,24.7,4128.85,0.83,18.35,30,2,14
1598,1665,196.64,268.01,788.88,875.31,21.97,4433.48,0.75,22.51,30,2,15
1599,1666,198.9,267.72,788.75,872.2,29.87,4156.24,0.73,19.35,30,2,16
1600,1667,197.67,262.62,789.65,877.35,23.68,2709.12,0.91,18.64,30,2,17
1601,1668,199.0,264.95,788.02,873.38,29.0,3126.24,0.8,12.37,30,2,18
1602,1669,198.01,261.97,789.59,873.22,26.61,2386.65,0.91,12.45,30,2,19
1603,1670,197.57,259.74,788.42,874.78,26.1,2654.01,0.82,13.28,30,2,20
1604,1671,197.55,259.95,787.7,871.87,26.33,2923.6,0.75,14.3,30,2,21
1605,1672,198.5,259.18,791.64,874.44,27.54,2552.33,0.81,13.25,30,2,22
1606,1673,197.06,259.6,792.29,877.26,26.11,3084.17,0.96,18.55,30,2,23
1607,1674,197.42,258.83,792.06,874.92,30.54,2357.06,1.19,14.33,30,2,24
1608,1675,197.21,258.59,792.85,876.05,25.44,2398.56,1.09,15.84,30,2,25
1609,1676,197.26,256.65,793.68,875.57,27.17,2559.63,1.02,20.3,30,2,26
1610,1677,198.01,261.11,792.46,878.15,25.17,2556.07,0.96,18.91,30,2,27
1611,1678,196.92,262.92,794.47,877.47,23.18,2771.53,0.89,21.35,30,2,28
1612,1679,197.88,258.91,796.41,875.6,24.22,2330.82,0.94,18.05,30,2,29
1613,1680,197.38,259.02,796.61,877.69,22.84,2592.0,0.86,16.45,30,2,30
1614,1681,195.89,258.81,796.11,877.59,23.13,2279.24,0.89,15.66,30,2,31
1615,1682,197.79,249.02,825.07,877.56,22.23,1390.52,1.12,18.08,30,2,32
1616,1683,209.27,260.97,797.3,845.9,73.43,3208.8,0.7,5.31,30,2,33
1617,1684,195.8,261.21,796.36,878.6,17.93,2229.51,0.87,16.88,30,2,34
1618,1685,196.88,259.94,795.89,878.22,27.16,2311.44,0.83,18.11,30,2,35
1619,1686,194.43,258.97,796.26,878.84,26.21,2952.37,0.93,15.66,30,2,36
1620,1687,197.83,256.66,797.49,877.37,28.3,2150.85,1.15,15.46,30,2,37
1621,1688,196.32,257.06,798.18,880.03,23.63,2150.24,1.08,23.0,30,2,38
1622,1689,195.84,259.67,797.69,879.22,24.61,2221.07,1.01,24.29,30,2,39
1623,1690,197.63,257.09,797.88,880.32,27.76,2052.92,1.02,20.46,30,2,40
1624,1691,197.83,260.06,797.03,879.4,24.84,2237.07,0.93,22.47,30,2,41
1625,1692,197.98,261.01,796.38,878.38,22.64,2175.19,0.92,22.38,30,2,42
1626,1693,197.92,261.56,797.61,879.72,31.46,2305.68,0.86,15.22,30,2,43
1627,1694,196.49,260.01,799.35,880.51,32.9,3084.43,1.03,16.49,30,2,44
1628,1695,194.71,256.79,800.65,879.43,25.43,2446.2,1.04,26.78,30,2,45
1629,1696,195.57,253.88,801.35,881.31,25.89,2025.38,1.09,23.3,30,2,46
1630,1697,193.07,253.34,801.67,880.3,33.03,1789.79,1.13,25.06,30,2,47
1631,1698,195.2,260.6,803.03,882.13,31.48,2370.85,0.89,19.92,30,2,48
1632,1699,195.59,259.75,803.76,881.6,31.13,2288.85,0.88,16.99,30,2,49
1633,1700,196.62,258.41,805.41,883.21,27.32,2153.23,0.88,21.71,30,2,50
1634,1701,196.53,260.04,805.55,885.15,21.87,2385.22,0.79,26.81,30,2,51
1635,1702,197.61,261.16,805.92,887.75,31.17,2056.34,0.87,24.27,30,2,52
1636,1703,197.9,262.01,805.5,886.59,30.39,2436.84,0.73,23.53,30,2,53
1637,1704,197.29,263.78,805.25,886.15,35.08,3423.31,0.97,20.33,30,2,54
1638,1705,196.25,260.22,805.98,884.36,32.03,2838.8,0.91,25.45,31,2,0
1639,1706,196.93,262.64,808.04,884.29,23.37,2923.06,0.85,24.32,31,2,1
1640,1707,196.05,262.9,809.07,885.93,28.45,2898.78,0.8,27.72,31,2,2
1641,1708,195.79,258.35,809.11,887.2,25.64,2163.8,0.96,25.25,31,2,3
1642,1709,197.09,256.51,810.19,886.21,26.89,1870.83,1.01,24.81,31,2,4
1643,1710,194.98,251.63,811.99,888.41,32.15,2341.73,0.83,22.86,31,2,5
1644,1711,196.77,258.38,811.94,889.34,23.7,1607.72,1.05,19.16,31,2,6
1645,1712,198.27,257.2,811.21,888.45,25.3,1777.49,0.95,23.88,31,2,7
1646,1713,196.72,257.44,812.71,890.24,27.92,1789.82,0.93,24.8,31,2,8
1647,1714,197.7,255.26,814.54,889.32,31.36,1553.41,0.99,23.32,31,2,9
1648,1715,197.85,250.67,818.24,894.13,32.35,1325.48,1.08,25.81,31,2,10
1649,1716,195.05,255.21,817.35,891.21,23.67,1391.24,1.09,27.64,31,2,11
1650,1717,196.01,256.38,814.41,892.07,35.68,1489.23,1.03,20.32,31,2,12
1651,1718,197.83,259.93,813.28,892.73,31.04,2150.07,1.08,19.04,31,2,13
1652,1719,196.89,248.76,813.88,891.86,31.38,1847.8,1.23,28.41,31,2,14
1653,1720,195.59,246.11,815.97,896.24,28.01,1422.07,1.35,26.85,31,2,15
1654,1721,196.48,246.66,816.37,893.68,21.69,1385.93,1.29,23.2,31,2,16
1655,1722,194.3,248.41,814.31,891.34,29.51,1347.39,1.29,21.16,31,2,17
1656,1723,194.64,248.72,816.29,891.72,25.94,1422.99,1.21,18.86,31,2,18
1657,1724,197.2,246.57,818.46,891.72,29.73,1322.59,1.23,23.66,31,2,19
1658,1725,196.11,247.75,819.36,892.03,17.63,1471.64,1.12,23.68,31,2,20
1659,1726,195.09,255.04,820.72,894.99,29.37,1688.06,0.98,26.44,31,2,21
1660,1727,195.49,249.25,818.86,892.7,26.38,1412.46,1.12,26.72,31,2,22
1661,1728,194.43,246.78,818.73,894.94,29.22,1289.67,1.15,21.75,31,2,23
1662,1729,193.59,251.29,818.48,895.87,25.22,1311.63,1.12,22.09,31,2,24
1663,1730,195.21,250.95,819.25,895.15,26.8,1309.93,1.1,24.69,31,2,25
1664,1731,192.94,251.94,819.74,895.41,22.06,1333.7,1.06,27.28,31,2,26
1665,1732,193.08,255.31,820.9,899.27,21.82,1925.4,1.11,28.77,31,2,27
1666,1733,195.36,251.91,821.38,898.97,22.31,1654.83,1.26,23.6,31,2,28
1667,1734,194.19,250.96,820.53,896.97,26.77,1506.1,1.23,22.12,31,2,29
1668,1735,194.49,249.71,821.57,895.95,26.89,1316.87,1.27,22.79,31,2,30
1669,1736,195.36,254.82,823.96,899.68,23.98,1374.68,1.2,24.4,31,2,31
1670,1737,197.69,256.27,824.31,903.07,21.82,1655.49,1.01,22.89,31,2,32
1671,1738,194.18,255.35,824.7,900.73,15.85,1652.29,0.99,23.78,31,2,33
1672,1739,194.9,252.0,825.4,899.39,21.2,1656.15,0.95,22.84,31,2,34
1673,1740,195.72,249.54,825.68,899.2,30.66,1717.86,0.88,18.69,31,2,35
1674,1741,195.42,252.34,825.5,900.37,30.12,1721.72,0.85,24.41,31,2,36
1675,1742,194.81,249.54,825.74,901.23,23.08,1204.9,1.14,18.35,31,2,37
1676,1743,191.75,257.28,826.3,900.33,19.83,1641.84,1.25,28.82,31,2,38
1677,1744,196.41,249.38,827.16,900.85,27.91,1501.9,1.32,28.42,31,2,39
1678,1745,195.7,251.3,828.91,902.08,20.85,1945.93,0.99,26.83,31,2,40
1679,1746,191.53,250.74,828.28,901.9,29.17,1940.42,1.07,23.6,31,2,41
1680,1747,194.35,248.11,829.62,903.13,26.64,1846.29,1.05,23.4,31,2,42
1681,1748,196.23,249.66,828.78,903.4,27.65,1879.85,1.01,26.84,31,2,43
1682,1749,195.37,250.99,829.27,902.66,23.77,2040.61,0.94,24.32,31,2,44
1683,1750,197.04,250.64,829.66,904.61,29.0,1835.74,0.98,24.93,31,2,45
1684,1751,195.27,251.75,829.21,904.3,21.87,1727.54,0.99,27.68,31,2,46
1685,1752,195.26,251.78,829.61,904.24,26.68,1636.52,1.0,20.09,31,2,47
1686,1753,194.9,251.92,829.76,904.9,26.33,2200.07,1.1,20.31,31,2,48
1687,1754,195.58,251.91,830.15,904.94,21.19,1964.0,1.16,21.44,31,2,49
1688,1755,194.4,254.16,831.34,905.69,20.98,2139.56,1.05,23.85,31,2,50
1689,1756,196.61,250.44,832.46,904.77,22.51,2075.61,1.01,23.1,31,2,51
1690,1757,194.05,254.28,831.75,904.55,22.04,2032.27,0.99,21.04,31,2,52
1691,1758,195.02,248.01,832.83,906.52,24.44,1647.75,1.06,19.45,31,2,53
1692,1759,193.88,249.59,833.86,906.26,20.98,1515.69,1.09,19.22,31,2,54
1693,1760,194.72,247.08,833.63,908.98,22.81,1469.56,1.08,23.83,32,2,0
1694,1761,193.66,252.78,832.47,908.95,18.84,1819.43,0.93,21.31,32,2,1
1695,1762,195.05,248.26,833.74,910.28,15.6,1518.73,1.02,23.64,32,2,2
1696,1763,195.36,252.31,832.37,911.07,14.75,1554.86,1.0,22.31,32,2,3
1697,1764,193.83,248.73,832.15,908.69,24.95,1924.18,1.17,18.85,32,2,4
1698,1765,192.16,254.22,834.72,908.77,23.83,1841.36,1.18,20.51,32,2,5
1699,1766,191.2,247.87,835.33,908.86,22.29,1561.93,1.2,17.96,32,2,6
1700,1767,193.51,247.0,835.85,911.65,12.61,1859.25,1.06,18.19,32,2,7
1701,1768,193.86,248.61,834.53,907.39,19.82,1594.42,1.11,19.31,32,2,8
1702,1769,192.4,247.1,835.93,906.9,17.5,1510.44,1.12,23.51,32,2,9
1703,1770,194.19,248.24,838.85,906.88,20.95,1430.69,1.12,19.54,32,2,10
1704,1771,195.07,252.65,839.96,908.09,22.1,1434.49,1.09,21.23,32,2,11
1705,1772,195.73,250.25,837.68,910.46,17.0,1332.23,1.11,20.24,32,2,12
1706,1773,194.91,251.27,836.79,909.07,17.64,1219.52,1.16,20.39,32,2,13
1707,1774,192.52,249.93,837.78,910.99,16.8,1079.19,1.21,23.53,32,2,14
1708,1775,193.52,251.11,838.39,911.32,15.28,1149.24,1.15,19.49,32,2,15
1709,1776,194.8,252.0,840.31,912.63,18.0,1380.96,1.29,18.75,32,2,16
1710,1777,193.41,245.53,841.38,912.51,13.95,1368.05,1.38,15.17,32,2,17
1711,1778,192.81,247.17,842.11,913.19,12.8,1471.46,1.24,18.56,32,2,18
1712,1779,193.32,252.1,842.87,913.33,13.47,1415.03,1.22,18.52,32,2,19
1713,1780,192.72,251.75,843.31,914.1,15.57,1770.63,1.02,21.92,32,2,20
1714,1781,192.46,248.2,844.46,913.96,14.7,1596.01,1.05,20.06,32,2,21
1715,1782,194.42,247.0,843.93,914.53,17.61,1392.97,1.11,18.93,32,2,22
1716,1783,192.15,244.36,845.23,915.77,17.21,1348.0,1.1,23.46,32,2,23
1717,1784,194.01,250.89,845.17,916.07,13.75,1071.23,1.25,23.66,32,2,24
1718,1785,193.84,248.84,844.56,914.9,17.06,1026.73,1.27,22.84,32,2,25
1719,1786,193.21,248.7,843.97,913.7,15.8,1077.27,1.22,24.01,32,2,26
1720,1787,194.72,250.0,845.23,912.37,17.24,1887.59,1.12,23.2,32,2,27
1721,1788,194.11,244.26,846.31,912.27,16.79,1408.43,1.35,19.48,32,2,28
1722,1789,193.4,245.98,846.0,912.52,23.67,1399.31,1.28,25.16,32,2,29
1723,1790,194.17,246.51,846.74,912.61,21.11,1517.14,1.14,20.52,32,2,30
1724,1791,191.62,248.43,847.14,912.74,16.04,1597.46,1.07,30.74,32,2,31
1725,1792,194.34,253.71,847.46,911.4,17.7,1568.45,1.06,23.81,32,2,32
1726,1793,194.72,246.21,846.33,912.62,15.41,1339.59,1.12,24.91,32,2,33
1727,1794,194.65,246.35,848.18,909.52,16.66,1344.51,1.09,19.67,32,2,34
1728,1795,194.51,243.34,848.99,910.11,17.42,1203.1,1.12,18.44,32,2,35
1729,1796,193.68,245.84,849.01,911.52,13.46,1266.44,1.06,22.64,32,2,36
1730,1797,193.42,243.77,848.89,910.18,15.21,1918.77,1.04,24.29,32,2,37
1731,1798,194.38,248.98,848.87,911.47,15.69,1421.5,1.36,24.92,32,2,38
1732,1799,193.13,245.32,850.13,910.02,17.6,1145.17,1.39,25.89,32,2,39
1733,1800,192.34,248.83,849.94,911.08,19.61,1146.93,1.36,26.32,32,2,40
1734,1801,195.21,248.57,849.76,908.78,17.92,985.45,1.41,21.09,32,2,41
1735,1802,195.53,248.87,850.39,908.85,16.36,944.37,1.41,24.09,32,2,42
1736,1803,193.39,246.51,851.22,909.86,17.09,852.89,1.45,27.59,32,2,43
1737,1804,193.02,245.15,850.05,908.91,17.16,774.08,1.51,30.67,32,2,44
1738,1805,193.85,245.71,849.04,907.36,18.62,1282.35,1.13,27.55,32,2,45
1739,1806,192.19,243.09,850.04,906.51,24.69,1146.74,1.24,36.02,32,2,46
1740,1807,191.74,240.42,850.87,907.07,19.18,1063.91,1.24,33.3,32,2,47
1741,1808,194.29,241.41,849.54,907.32,21.41,1138.81,1.21,32.54,32,2,48
1742,1809,192.94,248.02,848.46,906.26,22.9,1265.06,1.17,36.13,32,2,49
1743,1810,191.69,242.98,848.19,906.39,23.8,1369.67,1.12,40.87,32,2,50
1744,1811,194.85,242.94,848.76,905.89,23.83,1489.16,1.19,35.83,32,2,51
1745,1812,192.09,243.01,849.07,906.61,21.12,1322.95,1.44,34.1,32,2,52
1746,1813,193.92,246.31,848.42,905.31,25.0,1192.29,1.41,26.2,32,2,53
1747,1814,191.45,244.44,847.45,903.37,21.13,1151.78,1.38,26.36,32,2,54
1748,1815,193.77,243.06,847.69,902.55,22.77,1303.24,1.29,33.3,33,2,0
1749,1816,192.75,245.17,848.01,902.95,23.57,1348.8,1.25,34.93,33,2,1
1750,1817,190.76,245.16,847.0,903.68,23.26,1260.43,1.26,32.83,33,2,2
1751,1818,192.01,246.19,846.78,902.07,21.64,752.97,1.56,34.32,33,2,3
1752,1819,193.3,246.11,846.93,900.69,21.8,769.69,1.51,32.65,33,2,4
1753,1820,195.11,242.67,846.4,900.89,25.05,723.97,1.49,31.57,33,2,5
1754,1821,191.95,246.8,844.47,901.14,23.25,957.33,1.61,40.46,33,2,6
1755,1822,191.84,244.83,844.7,899.8,20.26,825.99,1.7,40.77,33,2,7
1756,1823,185.32,242.93,844.46,899.29,23.26,721.75,1.71,39.75,33,2,8
1757,1824,192.12,242.96,844.46,897.98,23.3,624.21,1.75,36.3,33,2,9
1758,1825,192.4,243.85,842.6,898.28,25.71,920.57,1.47,36.29,33,2,10
1759,1826,193.13,242.37,842.51,896.52,24.92,820.56,1.52,34.3,33,2,11
1760,1827,192.11,243.55,841.76,895.81,23.94,1040.72,1.36,37.04,33,2,12
1761,1828,191.01,244.16,841.81,895.94,23.4,1097.37,1.32,38.92,33,2,13
1762,1829,194.21,244.49,840.93,895.95,25.95,786.5,1.47,34.46,33,2,14
1763,1830,193.46,242.51,840.06,895.6,30.84,871.04,1.4,39.48,33,2,15
1764,1831,194.89,242.38,840.41,894.61,33.22,831.22,1.42,36.92,33,2,16
1765,1832,194.52,240.75,840.28,894.08,28.91,825.7,1.42,36.34,33,2,17
1766,1833,193.68,243.78,839.73,892.74,30.64,1292.84,1.57,41.37,33,2,18
1767,1834,193.28,244.31,839.24,892.59,28.67,914.71,1.65,36.95,33,2,19
1768,1835,192.96,245.33,839.39,891.87,27.64,819.65,1.62,43.06,33,2,20
1769,1836,192.15,244.61,838.82,892.46,28.68,781.95,1.54,37.08,33,2,21
1770,1837,191.87,243.46,837.41,890.13,21.46,703.82,1.56,40.08,33,2,22
1771,1838,192.98,243.36,836.34,889.38,23.07,700.59,1.57,34.27,33,2,23
1772,1839,192.92,245.74,835.3,887.72,24.39,983.92,1.33,40.65,33,2,24
1773,1840,193.88,248.47,834.65,888.29,23.86,1215.25,1.24,40.87,33,2,25
1774,1841,193.81,240.08,834.38,887.85,21.54,951.28,1.34,39.36,33,2,26
1775,1842,185.56,240.27,833.18,885.77,26.2,931.51,1.35,34.74,33,2,27
1776,1843,191.79,238.72,832.98,884.7,29.37,904.67,1.35,43.73,33,2,28
1777,1844,194.09,240.26,831.25,884.4,33.05,1226.32,1.48,41.41,33,2,29
1778,1845,193.51,245.99,831.25,884.08,29.87,1289.73,1.46,46.55,33,2,30
1779,1846,195.44,240.07,830.96,884.65,27.96,926.4,1.52,46.2,33,2,31
1780,1847,193.21,244.97,830.43,882.29,25.83,1216.9,1.38,46.46,33,2,32
1781,1848,191.16,240.61,829.88,880.29,31.18,1135.62,1.39,62.2,33,2,33
1782,1849,192.96,244.99,828.55,880.35,40.23,1063.22,1.4,67.57,33,2,34
1783,1850,192.87,241.06,827.52,879.76,42.87,1073.91,1.37,48.65,33,2,35
1784,1851,193.44,240.33,827.0,879.73,39.33,1023.8,1.37,51.08,33,2,36
1785,1852,192.97,242.27,826.21,877.83,37.22,1036.54,1.36,50.64,33,2,37
1786,1853,190.25,240.35,825.02,877.23,32.96,1162.47,1.27,49.19,33,2,38
1787,1854,192.93,239.58,825.02,877.16,38.53,1070.45,1.3,51.88,33,2,39
1788,1855,191.43,245.47,823.56,875.26,27.28,980.86,1.53,54.91,33,2,40
1789,1856,192.81,242.72,823.46,874.43,27.12,765.02,1.77,52.48,33,2,41
1790,1857,193.28,244.12,822.34,872.16,30.54,764.46,1.71,61.64,33,2,42
1791,1858,194.58,243.34,819.4,871.53,39.77,840.83,1.61,61.16,33,2,43
1792,1859,193.82,244.48,819.11,870.8,38.41,838.9,1.58,57.88,33,2,44
1793,1860,192.4,245.46,817.34,870.67,35.79,900.73,1.51,53.93,33,2,45
1794,1861,191.62,244.36,815.8,870.52,33.89,827.94,1.54,52.96,33,2,46
1795,1862,192.23,243.04,814.45,867.23,39.35,716.27,1.63,45.8,33,2,47
1796,1863,193.56,243.82,814.48,866.02,40.85,738.84,1.6,39.72,33,2,48
1797,1864,192.69,245.34,812.58,866.43,33.21,855.76,1.56,34.62,33,2,49
1798,1865,193.58,243.64,810.66,866.46,31.03,814.52,1.7,47.79,33,2,50
1799,1866,193.1,244.78,808.32,864.17,30.22,849.91,1.56,51.38,33,2,51
1800,1867,191.66,244.86,807.69,861.47,30.32,783.55,1.59,58.81,33,2,52
1801,1868,192.68,240.08,805.83,861.36,35.95,1167.61,1.35,59.23,33,2,53
1802,1869,193.61,242.29,804.25,859.35,28.74,1124.99,1.33,50.03,33,2,54
1803,1870,191.51,240.24,804.35,857.83,30.57,1198.4,1.3,50.69,34,2,0
1804,1871,191.38,240.29,802.96,858.03,34.84,1194.89,1.27,55.5,34,2,1
1805,1872,192.52,242.84,800.76,857.72,41.37,1395.65,1.23,62.98,34,2,2
1806,1873,194.07,240.13,799.73,856.42,33.41,1094.48,1.3,58.34,34,2,3
1807,1874,193.47,242.79,798.33,856.47,34.7,1440.47,1.3,41.17,34,2,4
1808,1875,192.19,241.91,797.96,853.4,33.23,1306.47,1.45,51.43,34,2,5
1809,1876,193.69,240.6,796.98,852.98,38.1,1150.64,1.44,58.62,34,2,6
1810,1877,192.51,243.09,794.35,851.28,36.93,1430.31,1.33,47.04,34,2,7
1811,1878,191.55,247.36,793.27,850.98,37.78,1160.2,1.4,66.09,34,2,8
1812,1879,192.29,247.92,791.2,848.62,46.96,1239.72,1.37,78.36,34,2,9
1813,1880,193.45,245.53,791.03,847.22,50.09,897.86,1.52,68.84,34,2,10
1814,1881,194.36,244.61,789.31,845.36,50.57,875.81,1.48,57.71,34,2,11
1815,1882,194.21,245.72,788.64,843.61,41.41,1312.72,1.25,58.14,34,2,12
1816,1883,192.56,241.24,787.29,841.76,30.55,1396.96,1.22,61.55,34,2,13
1817,1884,194.75,248.67,786.65,841.14,29.76,1374.02,1.21,68.12,34,2,14
1818,1885,189.83,243.8,784.68,839.84,42.39,851.62,1.47,69.01,34,2,15
1819,1886,195.3,244.38,782.64,838.62,52.03,833.52,1.5,52.48,34,2,16
1820,1887,193.65,248.98,782.92,836.99,46.28,1171.72,1.37,63.86,34,2,17
1821,1888,192.11,246.75,780.16,836.17,44.44,940.95,1.69,54.03,34,2,18
1822,1889,191.72,245.93,778.26,835.19,42.78,970.88,1.58,76.91,34,2,19
1823,1890,193.39,247.28,777.08,833.51,39.09,1117.01,1.49,63.84,34,2,20
1824,1891,192.53,247.13,774.68,832.83,42.59,1058.26,1.5,47.05,34,2,21
1825,1892,192.96,243.83,773.85,831.68,51.95,1384.0,1.33,72.61,34,2,22
1826,1893,193.24,243.63,773.8,828.62,44.18,1346.52,1.32,49.96,34,2,23
1827,1894,193.38,246.47,770.93,828.72,38.59,1444.59,1.25,56.47,34,2,24
1828,1895,192.88,243.18,769.08,827.42,42.67,1473.3,1.24,63.42,34,2,25
1829,1896,191.1,245.64,767.25,825.35,40.41,930.64,1.45,57.46,34,2,26
1830,1897,193.32,243.9,766.86,824.79,40.1,1040.69,1.49,65.18,34,2,27
1831,1898,193.16,245.02,765.47,822.49,46.34,875.26,1.75,64.19,34,2,28
1832,1899,193.76,245.07,763.52,822.12,44.16,881.55,1.66,52.56,34,2,29
1833,1900,192.91,246.57,764.17,821.45,45.69,1006.64,1.54,53.47,34,2,30
1834,1901,191.29,248.83,762.65,819.9,39.77,1529.22,1.31,62.6,34,2,31
1835,1902,192.48,250.09,760.57,818.52,39.73,1603.15,1.24,54.99,34,2,32
1836,1903,193.62,248.19,759.79,816.53,39.76,1188.69,1.43,53.74,34,2,33
1837,1904,194.03,247.02,760.88,815.76,43.1,940.49,1.5,45.05,34,2,34
1838,1905,194.81,248.5,758.44,814.71,43.68,1101.99,1.39,49.79,34,2,35
1839,1906,194.42,247.71,756.73,812.57,50.41,1044.75,1.39,46.57,34,2,36
1840,1907,194.26,247.92,755.16,811.36,43.52,1072.4,1.36,50.18,34,2,37
1841,1908,193.0,248.69,756.06,810.91,47.53,1129.88,1.32,52.27,34,2,38
1842,1909,194.93,248.56,753.13,809.37,49.39,1156.43,1.29,48.43,34,2,39
1843,1910,195.52,246.65,751.74,807.69,55.91,959.05,1.43,47.99,34,2,40
1844,1911,195.3,248.27,751.99,805.59,58.25,1109.07,1.31,44.27,34,2,41
